id~Call_num~Title~Subtitle~Author_first~Author_last~Copyright~Subject~Annotation~created_at~updated_at~status
1765~F SIL~The English Girl~""~Daniel~Silva~2014~Suspense~""~2016-08-29 14:31:41.31184~2016-08-29 14:31:41.31184~
1766~F ROS~The Auschwitz Escape~""~Joel~Rosenberg~2014~Holocaust~""~2016-08-29 14:34:14.5922~2016-08-29 14:34:14.5922~
28~170 HOL~Basic Moral Philosophy~Ethics~Robert L.~Holmes~2003~Ethics~""~2015-07-09 18:07:34.825143~2015-07-09 18:57:46.550567~
1802~F HOS~A Thousand Splendid Suns~""~Khaled~Hosseini~2007~""~""~2016-09-02 13:32:10.095837~2016-09-02 13:32:10.095837~
5~F ALB~For one more day~""~Mitch~Albom~2006~Mothers and sons---fiction~""~2015-07-02 17:48:32.280101~2015-07-02 17:48:32.280101~
7~LP F PAT~Private~""~James~Patterson~2010~Mystery~""~2015-07-07 13:31:12.059403~2016-08-22 13:37:32.521643~
55~F CHE~Remarkable Creatures~""~Tracy~Chevalier~2010~""~""~2015-07-13 14:15:09.668387~2015-07-13 14:15:09.668387~
2~F HUN~Sniper's Honor~""~Steven~Hunter~2014~Missing in action--Fiction~""~2015-06-29 17:19:42.89177~2015-07-07 13:28:41.498121~
51~975.8 BER~Midnight In The Garden Of Good And Evil  ~""~John~Berendt~1994~Murder~""~2015-07-13 14:01:50.285684~2015-10-01 13:35:11.582492~
56~F CHI~Steeped In Evil~""~Laura~Childs~2014~Murder~""~2015-07-13 14:17:44.346392~2015-07-13 14:17:44.346392~
35~F ALB~The Five People You Meet In Heaven~""~Mitch~Albom~2003~Accident victims--Fiction~""~2015-07-10 14:32:35.454367~2015-07-10 14:32:35.454367~
58~F BIN ~Scarlet Feather~""~Maeve~Binchy~2001~Dublin, Ireland, friendship~""~2015-07-13 14:22:52.612631~2015-10-30 13:22:55.371466~
1811~941  JAM~Aritocrats~Power, Grace, and Decadence: Britain's Great Ruling Classes from 1066 to the Present ~Lawrence~James~2009~""~""~2016-09-12 17:21:56.933641~2016-09-12 17:21:56.933641~
1807~F DOR~Tiger Shrimp Tango~""~Tim~Dorsey~2014~Mystery~""~2016-09-09 14:23:51.164987~2016-10-04 17:34:27.413893~
1803~F KEL~Time Bomb~""~Jonathan~Kellerman~2012~Mystery paperback~""~2016-09-02 13:33:27.259306~2016-11-01 13:36:17.319377~
